imdb_id,title,genres,tagline,overview
tt0236348,Josie and the Pussycats,"['Comedy', 'Music']","They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.","Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune."
tt2043893,Kingdom Come,['Comedy'],The unmaking of independent film,"The documentary, Kingdom Come follows a first-time director (Daniel Gillies) as he tries to raise a million dollars to finance his first film, Broken Kingdom. This emotionally-charged journey is interwoven with over 30 rare interviews from acclaimed indie darlings including Mark Ruffalo, Illeana Douglas, Don Cheadle, Kevin Smith, Edward Burns, Tim Roth, Morgan Spurlock, Selma Blair, Robert Townsend, Bill Pullman and many more."
tt0201485,The Body,"['Drama', 'Mystery', 'Romance', 'Thriller']","It would change history and destroy the belief of millions,,,","An ancient skeleton has been discovered in Jerusalem in a rich man's tomb. Colouration of the wrist and leg bones indicates the cause of death was crucifiction. other signs, include a gold coin bearing the marks of Pontius Pilate and faint markings around the skull, lead authorities to suspect that these could be the bones of Jesus Christ. Politicians, clerics, religious extremists and those using terror as a means to an end, find their beliefs and identities test while risking their lives to unearth the truth....."
tt0221073,Chopper,"['Crime', 'Drama', 'Thriller']",Never let the truth get in the way of a good yarn!,"The true and intense story of Mark 'Chopper' Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison."
tt0231402,Crocodile Dundee in Los Angeles,"['Adventure', 'Comedy']",He heard there was wildlife in L.A. He didn't know how wild.,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent"
tt0240515,Freddy Got Fingered,['Comedy'],A touching story of a young man who desperately wants to make his daddy proud.,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy."
tt0251191,The Low Down,"['Romance', 'Comedy', 'Drama']",On Life.. On Love...,"Frank is a restless young man in his late twenties whose life revolves around his friends and his work. When he becomes involved with Ruby, her optimistic and fresh approach to life and its problems begins to have a dramatic effect on him."
tt0211492,The Luzhin Defence,"['Romance', 'Drama']",Two worlds collide when an eccentric genius falls in love with a strong-willed society beauty.,"Based upon the novel by Vladimir Nabokov, a chess grandmaster travels to Italy in the 1920s to play in a tournament and falls in love."
tt0086250,Scarface,"['Action', 'Crime', 'Drama', 'Thriller']",The world is yours...,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall."
tt0055895,Days of Wine and Roses,"['Drama', 'Romance']","From the days of wine and roses, finally comes a night like this.","An alcoholic falls in love with and gets married to a young woman, whom he systematically addicts to booze so they can share his ""passion"" together."
tt0132245,Driven,['Action'],Get ready for the race of your life.,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life."
tt0245120,The Forsaken,"['Action', 'Adventure', 'Horror', 'Thriller']",The night... has an appetite.,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.
tt0203755,One Night at McCool's,"['Action', 'Comedy', 'Crime']",A story about finding the perfect woman... and trying desperately to give her back.,Every man has a different recollection of the beautiful young woman who wreaked havoc on their lives during one heated night.
tt0141907,Town & Country,"['Comedy', 'Romance']",There's no such thing as a small affair.,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences."
tt0234570,Rat,"['Drama', 'Fantasy', 'Comedy', 'Family']",He might eat maggots and live in a cage but he's still our Dad,"After a night of drinking Guiness at the local watering hole, an ordinary, working-class, family man in Dublin's life is turned upside-down when he wakes up as a rat."
tt0209163,The Mummy Returns,"['Adventure', 'Action', 'Fantasy']",The most powerful force on earth is about to be unleashed by the two people who should know better.,"Rick and Evelyn O'Connell, along with their 8 year old son Alex, discover the key to the legendary Scorpion King's might, the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis' otherworldly army."
tt0240913,Under the Sand,"['Drama', 'Mystery']",Can love vanish without a trace?,"When her husband goes missing at the beach, a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional."
tt0056937,Cleopatra,"['Drama', 'History', 'Romance']",The motion picture the world has been waiting for!,"Historical epic. The triumphs and tragedy of the Egyptian queen, Cleopatra.The winner of four Oscars, this epic saga of love, greed and betrayal stars Elizabeth Taylor as the passionate and ambitious Egyptian queen who's determined to hold on to the throne and seduces the Roman emperor Julius Caesar (Rex Harrison). When Caesar is murdered, she redirects her attentions to his general, Marc Antony (Richard Burton), who vows to take power -- but Caesar's successor (Roddy McDowall) has other plans."
tt0085811,Krull,"['Fantasy', 'Action', 'Adventure']",A world light-years beyond your imagination.,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.
tt0084917,The World According to Garp,['Comedy'],Robin Williams is Garp. He's got a funny way of looking at life.,"Based on the John Irving novel, this film chronicles the life of T S Garp, and his mother, Jenny. Whilst Garp sees himself as a ""serious"" writer, Jenny writes a feminist manifesto at an opportune time, and finds herself as a magnet for all manner of distressed women."
tt0062776,Candy,"['Fantasy', 'Comedy', 'Adventure']",She's only faithful to the book.,"Based on Terry Southern's satirical novel, a send-up of Voltaire's Candide. Young Candy is a high school girl who seeks truth and meaning in life, encountering a variety of kookie characters and humorous sexual situations in the process."
tt0064940,Fellini Satyricon,"['Drama', 'Fantasy']",Rome. Before Christ. After Fellini.,A series of disjointed mythical tales set in first century Rome.
tt0069191,Roma,"['Comedy', 'Drama']",The fall of the Roman Empire 1931-1972.,"A virtually plotless, gaudy, impressionistic portrait of Rome through the eyes of one of its most famous citizens."
tt0101912,Frankie and Johnny,"['Drama', 'Comedy', 'Romance']",You never choose love. Love chooses you.,"When Johnny is released from prison following a forgery charge, he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora, Frankie develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially, she eventually relents when her best friend, Tim, persuades her to give Johnny a chance."
tt0107130,A Home of Our Own,"['Comedy', 'Drama']",They had nothing... and tried to find their dream.,"The story is located in Los Angeles in the sixties. An energetic widow, Frances Lacey, with her six children try to make a dream of theirs come true: to have a home of their own. Therefore they leave Los Angeles and head for the countryside, while facing all kinds of difficulties during their journey."
tt0152015,Pola X,"['Drama', 'Romance']",An erotically charged descent into madness.,"A writer leaves his upper-class life and journeys with a woman claiming to be his sister, and her two friends."
tt0101902,For the Boys,"['Music', 'Drama']",Laughter and tears. Tragedy and triumph. They lived it all. For the boys.,"With the help of the singer and dancer Dixie Leonhard US-Entertainer Eddie Sparks wants to bring some fun to the soldiers during World War II. Becoming a perfect team they tour from North Africa to the Pacific to act for ""the boys"". Later they continue their work but when the author Silver gets involved into McCarthy's campaign and is being fired by Eddie, Dixie turns away from him, too."
tt0080319,Nine to Five,['Comedy'],Getting even is a full-time job,"Frank Hart is a pig. He takes advantage in the grossest manner of the women who work with him. When his three assistants manage to trap him in his own house they assume control of his department and productivity leaps, but just how long can they keep Hart tied up?"
tt0079638,Norma Rae,['Drama'],The story of a woman with the courage to risk everything for what she believes is right.,"Norma Rae is a southern textile worker employed in a factory with intolerable working conditions. This concern about the situation gives her the gumption to be the key associate to a visiting labor union organizer. Together, they undertake the difficult, and possibly dangerous, struggle to unionize her factory."
tt0090098,Summer Rental,['Comedy'],Life is a beach.,"Jack Chester, an overworked air traffic controller, takes his family on vacation to the beach. Things immediately start to go wrong for the Chesters, and steadily get worse. Jack ends up in a feud with a local yachtsman, and has to race him to regain his pride and family's respect."
tt0045464,"The 5,000 Fingers of Dr. T.","['Family', 'Fantasy', 'Music']",The Wonder Musical of the Future!,"Young Bart Collins lives with his widowed mother Heloise. The major blight on Bart's existence is the hated piano lessons he is forced to endure under the tutelage of the autocratic Dr. Terwilliker. Bart feels that his mother has fallen under Terwilliker's sinister influence, and gripes to visiting plumber August Zabladowski, without much result. While grimly hammering away at his lessons, Bart dozes off and enters a fantastical musical dream."
tt0096875,Catchfire,"['Drama', 'Action', 'Thriller', 'Romance']","When murder is your business, you'd better not fall in love with your work.","A witness to a mob assassination flees for her life from town to town, switching identities, but cannot seem to elude Milo, the chief killer out to get her."
tt0066011,Love Story,"['Drama', 'Romance']",Love means never having to say you're sorry,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail."
tt0048021,Rififi,"['Drama', 'Action', 'Crime']","[""Rififi""] ...means Trouble!","Out of prison after a five-year stretch, jewel thief Tony (Jean Servais) turns down a quick job his friend Jo (Carl Mohner) offers him, until he discovers that his old girlfriend Mado (Marie Sabouret) has become the lover of local gangster Pierre Grutter (Marcel Lupovici) during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved."
tt0183790,A Knight's Tale,"['Adventure', 'Drama', 'Romance', 'Action']",He Will Rock You,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein."
tt0212826,Bread and Roses,"['Comedy', 'Drama']",The Balance of Power Is About to Change,"Maya is a quick-witted young woman who comes over the Mexican border without papers and makes her way to the LA home of her older sister Rosa. Rosa gets Maya a job as a janitor: a non-union janitorial service has the contract, the foul-mouthed supervisor can fire workers on a whim, and the service-workers' union has assigned organizer Sam Shapiro to bring its ""justice for janitors"" campaign to the building. Sam finds Maya a willing listener, she's also attracted to him. Rosa resists, she has an ailing husband to consider. The workers try for public support; management intimidates workers to divide and conquer. Rosa and Maya as well as workers and management may be set to collide."
tt0208911,The King Is Alive,['Drama'],As the sand shifts... madness nears.,"Stranded in the heat of a barren African desert, eleven bus-passengers shelter in the remnants of an abandoned town. As rescue grows more remote by the day and anxiety deepens, an idea emerges: why not stage a play. However the choice of King Lear only manages to plunge this disparate group of travelers into turmoil as they struggle to overcome both nature's wrath and their own morality."
tt0204640,Sordid Lives,['Comedy'],A black comedy about white trash.,"""Sordid Lives"" is about a family in a small Texas town preparing for the funeral of the mother. Among the characters are the grandson trying to find his identity in West Hollywood, the son who has spent the past twenty-three years dressed as Tammy Wynette, the sister and her best friend (who live in delightfully kitschy homes), and the two daughters (one strait-laced and one quite a bit looser)."
tt0225071,Angel Eyes,"['Drama', 'Romance', 'Thriller']","The deeper you look, the more you will find.","A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice."
tt0126029,Shrek,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",The greatest fairy tale never told.,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."
tt0203009,Moulin Rouge!,"['Drama', 'Music', 'Romance']",No Laws. No Limits. One Rule. Never Fall In Love.,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star."
tt0213149,Pearl Harbor,"['History', 'Romance', 'War']",It takes a moment to change history. It takes love to change lives.,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941."
tt0077716,Ice Castles,"['Drama', 'Romance']",The story of a girl who refused to forget she was once a champion.,A young girl is on top of the world until a tragic accident dashes her hopes and dreams of becoming a world-class figure skater. Only with the help of those who love her can she prove to the world -- and herself -- that she still has the potential to realize her dreams.
tt0102343,Love Potion No. 9,"['Comedy', 'Romance']",Imagine if sex appeal came in a bottle.,"Unlucky in love, chemist Paul Matthews visits gypsy Madame Rosa for help. Quickly realizing he is a hopeless nerd, she gifts him with Love Potion No. 8, which makes anyone who wears it irresistible to the opposite sex for four hours. Paul and animal psychologist coworker Diane Farrow decide to test it on themselves. The awkward pair suddenly find themselves alluring to anyone they approach, but soon realize they are most attracted to each other."
tt0100395,Postcards from the Edge,"['Comedy', 'Drama']","Having a wonderful time, wish I were here.","Substance-addicted Hollywood actress Suzanne Vale is on the skids. After a spell at a detox centre her film company insists as a condition of continuing to employ her that she live with her mother Doris Mann, herself once a star and now a champion drinker. Such a set-up is bad news for Suzanne who has struggled for years to get out of her mother's shadow, and who finds her mother still treats her like a child. Despite these problems - and further ones to do with the men in in her life - Suzanne can begin to see the funny side of her situation, and it also starts to occur to her that not only do daughters have mothers, mothers do too."
tt0046719,Apache,"['Action', 'Western']",Unconquerable!,"Following the surrender of Geronimo, Massai, the last Apache warrior is captured and scheduled for transportation to a Florida reservation. On the way he manages to escape and heads for his homeland to win back his girl and settle down to grow crops. His pursuers have other ideas though."
tt0074254,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","['Western', 'Comedy']",The greatest buffaloer of them all!,"Buffalo Bill plans to put on his own Wild West sideshow, and Chief Sitting Bull has agreed to appear in it. However, Sitting Bull has his own hidden agenda, involving the President and General Custer."
tt0101587,City Slickers,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",Yesterday They Were Businessmen. Today They're Cowboys. Tomorrow They'll Be Walking Funny.,New York meets the west in this comedy starring Billy Crystal. Three New York business men decide to take a 'Wild West' vacation that turns out to not be the relaxing vacation they had envisioned.
tt0095082,Eight Men Out,"['Drama', 'History']","When the cheering stopped, there were... Eight Men Out.","The great Chicago White Sox team of 1919 is the saddest team to ever win a pennent. The team is bitter at their penny pincher owner, Charles Comiskey, and at their own teammates. Gamblers take advantage of this opportunity to offer some players $ to throw the series (Most of the players didn't get as much as promised.) But Buck Weaver and the great Shoeless Joe Jackson turn back at the last minute to try and play their best. The Sox actually almost come back from a 3-1 deficit. 2 years later, the truth breaks out and the Sox are sued on multiple accounts. They are found innocent by the jury but baseball commissioner Landis has other plans. The eight players are suspended for life, and Buck Weaver, for the rest of his life, tries to clear his name."
tt0052902,The Horse Soldiers,"['War', 'Western']",John Ford's Thundering Spectacle,A Union Cavalry outfit is sent behind confederate lines in strength to destroy a rail supply center. Along with them is sent a doctor who causes instant antipathy between him and the commander. The secret plan for the mission is overheard by a southern belle who must be taken along to assure her silence.
tt0048248,The Kentuckian,"['Action', 'Western']",Hunter...Frontiersman...Adventurer!,A frontiersman and his son fight to build a new home in Texas.
tt0054130,La Notte,['Drama'],"Many nights led to this night, nights of time, nights of fear, nights of love, nights of loneliness, nights of pursuit and conquest, nights without privacy, and this night - a night of truth",A married couple attend a bourgeois party and wade through the stifling strain that long-term marriage has imposed upon them.
tt0095647,Mississippi Burning,"['Thriller', 'Crime', 'Drama']",1964. When America was at war with itself.,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner."
tt0054047,The Magnificent Seven,['Western'],They were seven - And they fought like seven hundred!,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.
tt0060897,Return of the Seven,['Western'],Between the law and the lawless - SEVEN again... MAGNIFICENT again!,"Chico one of the remaining members of The Magnificent Seven now lives in the town that they (The Seven) helped. One day someone comes and takes most of the men prisoner. His wife seeks out Chris, the leader of The Seven for help. Chris also meets Vin another member of The Seven. They find four other men and they go to help Chico."
tt0053221,Rio Bravo,['Western'],They fought back to back...No quarter given...No quarter asked...No way in...No way out...of Rio Bravo,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach."
tt0078227,Semi-Tough,"['Comedy', 'Drama', 'Romance']",They Lead The League In Scoring ... After The Game!,A three-way friendship between two free-spirited professional football players and the owner's daughter becomes compromised when two of them become romantically involved.
tt0094142,Throw Momma from the Train,"['Crime', 'Comedy']","Owen asked his friend, Larry, for a small favor...","Larry Donner is a author and writing professor who tutors people who want to write books. Larry's life has become a misery when his Ex-wife has published a book he wrote under her name and has gotten rich over it. Owen Lift, one of Larry's students offers Larry to kill Larry's Ex-wife and in return Owen wants Larry to kill his horrible mother. Larry thinks it is a joke, until he learns Owen killed his Ex-wife and he has become the prime suspect."
tt0081159,Midnight Madness,"['Comedy', 'Family']",The most fun you'll ever have...in the dark!,A genius grad student organizes an all-night treasure hunt in which five rival teams composed of colorful oddballs furiously match wits with one another while trying to locate and decipher various cryptic clues planted ingeniously around Los Angeles.
tt0060934,The Sand Pebbles,"['Action', 'Adventure', 'Drama', 'War', 'Romance']",This is the heroic story of the men on the U.S.S. San Pablo who disturbed the sleeping dragon of savage China as the threatened world watched in breathless terror.,"Engineer Jake Holman arrives aboard the gunboat U.S.S. San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the ""rice-bowl"" system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission."
tt0041996,Twelve O'Clock High,"['War', 'Action', 'Drama']",A story of twelve men as their women never knew them...,"In this story of the early days of daylight bombing raids over Germany, General Frank Savage must take command of a ""hard luck"" bomber group. Much of the story deals with his struggle to whip his group into a disciplined fighting unit in spite of heavy losses, and withering attacks by German fighters over their targets. --KC Hunt"
tt0255798,The Animal,"['Action', 'Comedy']",He wasn't much of a man... Now he's not much of an animal!,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat."
tt0161083,What's the Worst That Could Happen?,"['Action', 'Comedy']",It takes a thief to nail a crook.,Thief Kevin Caffery attempts to rob from the home of rich businessman Max Fairbanks. But Fairbanks catches him and steals his cherished ring that his girlfriend gave him. Caffery is then bent on revenge and getting his ring back with the help of his partners.
tt0212815,Big Eden,"['Drama', 'Romance']",A small miracle,"Big Eden is a tiny fictional town in northwestern Montana, as Preston Sturges or Frank Capra might have envisioned it. Timber and Cowboy country. This is the story of Henry Hart, a successful New York Artist, who returns to the town of his childhood to care for the ailing grandfather who raised him. Back in Big Eden, Henry must come to terms with his relationship to Dean Stewart, his best friend."
tt0251075,Evolution,"['Action', 'Comedy', 'Science Fiction']",Coming to wipe that silly smile off your planet.,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth."
tt0244244,Swordfish,"['Action', 'Crime', 'Thriller']",Log On. Hack In. Go Anywhere. Get Everything.,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything."
tt0254099,The Anniversary Party,"['Comedy', 'Drama']",It's not a party until something gets broken.,"While celebrating their reconciliation and six years of marriage, the American actress Sally Nash (Jennifer Jason Leigh) and the British novelist Joe Therrian (Alan Cumming) receive their close friends, some colleagues and their next door neighbors in a party. Under the effect of Ecstasy, revelations are disclosed and relationships deteriorate among the group."
tt0102685,Point Break,"['Action', 'Thriller', 'Crime']",Twenty-seven banks in three years. Anything to catch the perfect wave.,"In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information."
tt0098300,Shag,"['Comedy', 'Drama']","On a summer weekend in 1963, four girlfriends made memories that would last a lifetime.","Summer of 1963. Carson is getting married to her boyfriend so her friends Melaina, Pudge and Luanne take her to Myrtle Beach for one last irresponsible weekend."
tt0105699,Unlawful Entry,"['Crime', 'Thriller']","Desire, passion, lust... It's a deadly game of obsession.","After a break-in at their house, a couple gets help from one of the cops that answered their call. He helps them install the security system, and begins dropping by on short notice and unofficial patrol, and spends a lot of time discussing the couple's problems with the wife. The husband begins wondering if they're getting too much help."
tt0092272,Youngblood,"['Drama', 'Romance']",The ice... The fire... The fight... To be the best.,A skilled young hockey prospect hoping to attract the attention of professional scouts is pressured to show that he can fight if challenged during his stay in a Canadian minor hockey town. His on-ice activities are complicated by his relationship with the coach's daughter.
tt0045810,Gentlemen Prefer Blondes,"['Comedy', 'Romance']",The Two M-M-Marvels Of Our Age In The Wonder Musical Of The World!,"Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage."
tt0045891,How to Marry a Millionaire,"['Comedy', 'Romance']",The Most Glamorous Entertainment Of Your Lifetime in CinemaScope. You See It Without Glasses!,"Three women set out to find eligible millionaires to marry, but find true love in the process."
tt0051885,Macabre,"['Horror', 'Thriller']",As Blood-Chilling As Being Buried Alive!,"A doctor's daughter is kidnapped and buried alive, and he is given just five hours to find and rescue her."
tt0048605,The Seven Year Itch,"['Comedy', 'Drama', 'Romance']",It TICKLES and TANTALIZES! - The funniest comedy since laughter began!,"With his family away for their annual summer holiday, Richard Sherman decides he has the opportunity to live a bachelor's life. The beautiful but ditzy blonde from the apartment above catches his eye and they soon start spending time together - maybe a little too much time!"
tt0084805,Tootsie,"['Comedy', 'Romance']",What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.,"Michael Dorsey is an unemployed actor with an impossible reputation. In order to find work and fund his friend's play he dresses as a woman, Dorothy Michaels, and lands the part in a daytime drama. Dorsey loses himself in this woman role and essentially becomes Dorothy Michaels, captivating women all around the city and inspiring them to break free from the control of men and become more like Dorsey's initial identity. This newfound role, however, lands Dorsey in a hot spot between a female friend/'lover,' a female co-star he falls in love with, that co-star's father who falls in love with him, and a male co-star who yearns for his affection."
tt0090770,The Boys Next Door,"['Action', 'Crime', 'Drama', 'Thriller']",The anger. The destructiveness. The urge to kill in cold blood. They weren't born with it...,"Roy and Bo leave their small town the weekend after graduation for a short road trip to LA. Soon, they find themselves lashing out and leaving a trial of bodies behind them. The violence escalates throughout."
tt0066471,Too Late the Hero,"['Drama', 'Action', 'War']",War. It's a dying business.,"A WWII film set on a Pacific island. Japanese and allied forces occupy different parts of the island. When a group of British soldiers are sent on a mission behind enemy lines, things don't go exactly to plan. This film differs in that some of the 'heroes' are very reluctant, but they come good when they are pursued by the Japanese who are determined to prevent them returning to base."
tt0230011,Atlantis: The Lost Empire,"['Animation', 'Family', 'Adventure', 'Science Fiction']",Atlantis is waiting...,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea."
tt0146316,Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Born into Wealth. Groomed by the Elite. Trained for Combat.,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic."
tt0240462,Dr. Dolittle 2,"['Comedy', 'Family', 'Romance', 'Fantasy']",The doctor is in again.,"Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home."
tt0232500,The Fast and the Furious,"['Action', 'Crime', 'Thriller']",Live life 1/4 mile at a time.,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD."
tt0212720,A.I. Artificial Intelligence,"['Drama', 'Science Fiction', 'Adventure']","David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.","A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin."
tt0255819,Baby Boy,"['Crime', 'Drama', 'Romance']",Just a Baby Boy.,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life."
tt0250224,Crazy/Beautiful,"['Drama', 'Romance']",When it's real. When it's right. Don't let anything stand in your way.,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood."
tt0258038,Pootie Tang,"['Action', 'Comedy']",Too cool for words.,"Pootie Tang, the musician/actor/folk hero of the ghetto, is chronicled from his early childhood to his battles against the evil Corporate America, who try to steal his magic belt and make him sell out by endorsing addictive products to his people. Pootie must learn to find himself and defeat the evil corporation for all the young black children of America, supatime."
tt0203119,Sexy Beast,"['Crime', 'Drama', 'Thriller']",There's a bit of the beast in all of us.,"Gary is a former gangster who has made a modest amount of money from his criminal career. Happy to put his life of crime behind him, he has retired with his wife Deedee to the sunny bliss of rural Spain, where he lives an idyllic life with his family and a few close friends. But Gary's contentment is ruptured by an unwelcome visitor from his past. Don."
tt0203632,The Princess and the Warrior,"['Romance', 'Drama']",Somewhere Out There You Can Find Love,"Young nurse Sissi lives a secluded life entirely devoted to her patients at Birkenhof asylum. Her first encounter with ex-soldier and drifter Bodo has a lasting impact. He causes an accident in which he provides first aid, Sissi wonders if he may be the man of her dreams. But when she finds him weeks later she is rejected, as Bodo is stuck somewhere between a traumatic past and a criminal future."
